event_a,event_b,correlation,mean_abs_delta_db
1782608668892_blow_normal_event1_peak1.012s,1782608212532_failed_blow_event5_peak4.624s,0.376246,16.227821
1782608668892_blow_normal_event1_peak1.012s,1782608212532_failed_blow_event6_peak5.691s,0.479685,14.023901
1782608668892_blow_normal_event1_peak1.012s,1782608212532_failed_blow_event7_peak7.187s,0.432776,13.957992
1782608668892_blow_normal_event1_peak1.012s,1782608212532_failed_blow_event8_peak8.017s,0.667621,11.460442
1782608668892_blow_normal_event1_peak1.012s,1782608683432_failed_blow_event1_peak0.850s,0.908009,9.593476
1782608670794_blow_normal_event1_peak0.934s,1782608672740_blow_normal_event1_peak0.992s,0.749975,11.302688
1782608670794_blow_normal_event1_peak0.934s,1782608677735_blow_normal_event1_peak0.843s,0.884167,12.122849
1782608670794_blow_normal_event1_peak0.934s,1782608679544_blow_normal_event1_peak0.746s,0.878440,7.878456
1782608670794_blow_normal_event1_peak0.934s,1782605965032_blow_close_event1_peak0.117s,0.487349,21.544483
1782608670794_blow_normal_event1_peak0.934s,1782605965032_blow_close_event2_peak1.201s,0.842347,8.292142
1782608670794_blow_normal_event1_peak0.934s,1782605965032_blow_close_event3_peak2.431s,0.735640,10.970786
1782608670794_blow_normal_event1_peak0.934s,1782606063167_failed_blow_event1_peak5.756s,0.902968,8.549834
1782608670794_blow_normal_event1_peak0.934s,1658418647612_blow_normal_event1_peak0.402s,0.714719,10.707118
1782608670794_blow_normal_event1_peak0.934s,1658418647612_blow_normal_event2_peak2.207s,0.689530,11.405105
1782608670794_blow_normal_event1_peak0.934s,1658418647612_blow_normal_event3_peak3.536s,0.713437,10.876501
1782608670794_blow_normal_event1_peak0.934s,1658418647612_blow_normal_event4_peak4.765s,0.768372,10.129531
1782608670794_blow_normal_event1_peak0.934s,1658418647612_blow_normal_event5_peak7.402s,0.822025,9.150774
1782608670794_blow_normal_event1_peak0.934s,1782608426130_failed_blow_event1_peak0.018s,0.746798,12.633951
1782608670794_blow_normal_event1_peak0.934s,1782608426130_failed_blow_event2_peak1.056s,0.749855,10.510309
1782608670794_blow_normal_event1_peak0.934s,1782608432269_failed_blow_event1_peak0.799s,0.619899,15.409987
1782608670794_blow_normal_event1_peak0.934s,1782608432269_failed_blow_event2_peak1.919s,0.701350,18.133448
1782608670794_blow_normal_event1_peak0.934s,1782608432269_failed_blow_event3_peak2.872s,0.392447,16.513116
1782608670794_blow_normal_event1_peak0.934s,1782608436951_failed_blow_event1_peak1.043s,0.323878,19.664528
1782608670794_blow_normal_event1_peak0.934s,1782608436951_failed_blow_event2_peak1.703s,-0.064407,19.274014
1782608670794_blow_normal_event1_peak0.934s,1782608436951_failed_blow_event3_peak2.458s,0.911262,8.701323
1782608670794_blow_normal_event1_peak0.934s,1782608436951_failed_blow_event4_peak3.693s,0.464633,17.874558
1782608670794_blow_normal_event1_peak0.934s,1782608441920_failed_blow_event1_peak10.579s,0.676961,21.110483
1782608670794_blow_normal_event1_peak0.934s,1782608453936_failed_blow_event1_peak2.174s,0.201795,23.546546
1782608670794_blow_normal_event1_peak0.934s,1782608453936_failed_blow_event2_peak4.632s,0.865706,10.790467
1782608670794_blow_normal_event1_peak0.934s,1782608460487_failed_blow_event1_peak3.184s,0.534322,13.704469
1782608670794_blow_normal_event1_peak0.934s,1782608460487_failed_blow_event2_peak5.372s,0.482881,13.971776
1782608670794_blow_normal_event1_peak0.934s,1782608460487_failed_blow_event3_peak7.802s,0.732796,13.598843
1782608670794_blow_normal_event1_peak0.934s,1782608469432_failed_blow_event1_peak1.335s,0.653328,11.799056
1782608670794_blow_normal_event1_peak0.934s,1782608469432_failed_blow_event2_peak3.676s,0.406646,15.957858
1782608670794_blow_normal_event1_peak0.934s,1782608469432_failed_blow_event3_peak6.212s,-0.652693,21.424380
1782608670794_blow_normal_event1_peak0.934s,1782608469432_failed_blow_event4_peak8.373s,-0.196240,18.379079
1782608670794_blow_normal_event1_peak0.934s,1782608469432_failed_blow_event5_peak9.854s,-0.606044,21.075382
1782608670794_blow_normal_event1_peak0.934s,1782608469432_failed_blow_event6_peak11.059s,-0.386254,20.343198
1782608670794_blow_normal_event1_peak0.934s,1782608144876_failed_blow_event1_peak1.226s,0.608884,13.936789
1782608670794_blow_normal_event1_peak0.934s,1782608147589_failed_blow_event1_peak1.373s,0.440267,15.087544
1782608670794_blow_normal_event1_peak0.934s,1782608150662_failed_blow_event1_peak1.433s,0.594316,12.748466
1782608670794_blow_normal_event1_peak0.934s,1782608150662_failed_blow_event2_peak2.805s,0.833155,8.852649
1782608670794_blow_normal_event1_peak0.934s,1782608150662_failed_blow_event3_peak4.547s,0.597004,11.963005
1782608670794_blow_normal_event1_peak0.934s,1782608150662_failed_blow_event4_peak7.191s,-0.722702,25.949939
1782608670794_blow_normal_event1_peak0.934s,1782608160173_failed_blow_event1_peak1.211s,-0.163153,20.056332
1782608670794_blow_normal_event1_peak0.934s,1782608163117_failed_blow_event1_peak2.418s,-0.182569,19.491864
1782608670794_blow_normal_event1_peak0.934s,1782608163117_failed_blow_event2_peak3.891s,-0.429940,19.742277
1782608670794_blow_normal_event1_peak0.934s,1782608163117_failed_blow_event3_peak5.526s,0.370582,20.899804
1782608670794_blow_normal_event1_peak0.934s,1782608178054_failed_blow_event1_peak4.359s,-0.018964,24.457719
1782608670794_blow_normal_event1_peak0.934s,1782608178054_failed_blow_event2_peak5.668s,0.006760,20.199100
1782608670794_blow_normal_event1_peak0.934s,1782608187004_failed_blow_event1_peak1.100s,0.187519,18.394472
1782608670794_blow_normal_event1_peak0.934s,1782608187004_failed_blow_event2_peak1.558s,0.374301,15.725674
1782608670794_blow_normal_event1_peak0.934s,1782608187004_failed_blow_event3_peak2.068s,-0.044665,19.656773
1782608670794_blow_normal_event1_peak0.934s,1782608187004_failed_blow_event4_peak2.942s,0.177264,19.046338
1782608670794_blow_normal_event1_peak0.934s,1782608191941_failed_blow_event1_peak9.470s,0.791018,19.577496
1782608670794_blow_normal_event1_peak0.934s,1782608203595_failed_blow_event1_peak0.995s,-0.634997,21.802713
1782608670794_blow_normal_event1_peak0.934s,1782608212532_failed_blow_event1_peak0.879s,0.263390,16.715838
1782608670794_blow_normal_event1_peak0.934s,1782608212532_failed_blow_event2_peak2.243s,0.178860,16.675708
1782608670794_blow_normal_event1_peak0.934s,1782608212532_failed_blow_event3_peak3.127s,0.755693,11.969138
1782608670794_blow_normal_event1_peak0.934s,1782608212532_failed_blow_event4_peak3.438s,0.589992,13.980058
1782608670794_blow_normal_event1_peak0.934s,1782608212532_failed_blow_event5_peak4.624s,0.570607,14.425591
1782608670794_blow_normal_event1_peak0.934s,1782608212532_failed_blow_event6_peak5.691s,0.648056,12.143670
1782608670794_blow_normal_event1_peak0.934s,1782608212532_failed_blow_event7_peak7.187s,0.652860,12.546196
1782608670794_blow_normal_event1_peak0.934s,1782608212532_failed_blow_event8_peak8.017s,0.784236,8.992473
1782608670794_blow_normal_event1_peak0.934s,1782608683432_failed_blow_event1_peak0.850s,0.861935,10.076969
1782608672740_blow_normal_event1_peak0.992s,1782608677735_blow_normal_event1_peak0.843s,0.842107,17.182272
1782608672740_blow_normal_event1_peak0.992s,1782608679544_blow_normal_event1_peak0.746s,0.816905,9.989910
1782608672740_blow_normal_event1_peak0.992s,1782605965032_blow_close_event1_peak0.117s,0.215985,16.202181
1782608672740_blow_normal_event1_peak0.992s,1782605965032_blow_close_event2_peak1.201s,0.853094,7.974502
1782608672740_blow_normal_event1_peak0.992s,1782605965032_blow_close_event3_peak2.431s,0.866336,9.949146
1782608672740_blow_normal_event1_peak0.992s,1782606063167_failed_blow_event1_peak5.756s,0.754589,10.526383
1782608672740_blow_normal_event1_peak0.992s,1658418647612_blow_normal_event1_peak0.402s,0.852762,9.807942
1782608672740_blow_normal_event1_peak0.992s,1658418647612_blow_normal_event2_peak2.207s,0.790208,9.467829
1782608672740_blow_normal_event1_peak0.992s,1658418647612_blow_normal_event3_peak3.536s,0.805709,11.430642
1782608672740_blow_normal_event1_peak0.992s,1658418647612_blow_normal_event4_peak4.765s,0.807294,8.094936
1782608672740_blow_normal_event1_peak0.992s,1658418647612_blow_normal_event5_peak7.402s,0.859227,10.356663
1782608672740_blow_normal_event1_peak0.992s,1782608426130_failed_blow_event1_peak0.018s,0.808962,6.759376
1782608672740_blow_normal_event1_peak0.992s,1782608426130_failed_blow_event2_peak1.056s,0.629307,14.676255
1782608672740_blow_normal_event1_peak0.992s,1782608432269_failed_blow_event1_peak0.799s,0.386566,12.757272
1782608672740_blow_normal_event1_peak0.992s,1782608432269_failed_blow_event2_peak1.919s,0.361831,13.142151
1782608672740_blow_normal_event1_peak0.992s,1782608432269_failed_blow_event3_peak2.872s,0.058207,15.257520
1782608672740_blow_normal_event1_peak0.992s,1782608436951_failed_blow_event1_peak1.043s,0.035162,15.358447
1782608672740_blow_normal_event1_peak0.992s,1782608436951_failed_blow_event2_peak1.703s,-0.137727,16.003539
1782608672740_blow_normal_event1_peak0.992s,1782608436951_failed_blow_event3_peak2.458s,0.854730,12.025255
1782608672740_blow_normal_event1_peak0.992s,1782608436951_failed_blow_event4_peak3.693s,0.293330,13.345970
1782608672740_blow_normal_event1_peak0.992s,1782608441920_failed_blow_event1_peak10.579s,0.514012,28.409959
1782608672740_blow_normal_event1_peak0.992s,1782608453936_failed_blow_event1_peak2.174s,0.159050,28.304580
1782608672740_blow_normal_event1_peak0.992s,1782608453936_failed_blow_event2_peak4.632s,0.661820,10.003819
1782608672740_blow_normal_event1_peak0.992s,1782608460487_failed_blow_event1_peak3.184s,0.227925,18.160268
1782608672740_blow_normal_event1_peak0.992s,1782608460487_failed_blow_event2_peak5.372s,0.362783,12.638451
1782608672740_blow_normal_event1_peak0.992s,1782608460487_failed_blow_event3_peak7.802s,0.474783,21.107834
1782608672740_blow_normal_event1_peak0.992s,1782608469432_failed_blow_event1_peak1.335s,0.392387,13.745281
1782608672740_blow_normal_event1_peak0.992s,1782608469432_failed_blow_event2_peak3.676s,0.060544,20.195656
1782608672740_blow_normal_event1_peak0.992s,1782608469432_failed_blow_event3_peak6.212s,-0.524304,18.334901
1782608672740_blow_normal_event1_peak0.992s,1782608469432_failed_blow_event4_peak8.373s,0.016803,14.265448
1782608672740_blow_normal_event1_peak0.992s,1782608469432_failed_blow_event5_peak9.854s,-0.399166,16.781184
1782608672740_blow_normal_event1_peak0.992s,1782608469432_failed_blow_event6_peak11.059s,-0.127706,15.365011
1782608672740_blow_normal_event1_peak0.992s,1782608144876_failed_blow_event1_peak1.226s,0.527667,10.555931
1782608672740_blow_normal_event1_peak0.992s,1782608147589_failed_blow_event1_peak1.373s,0.186052,15.454904
1782608672740_blow_normal_event1_peak0.992s,1782608150662_failed_blow_event1_peak1.433s,0.603872,15.041255
1782608672740_blow_normal_event1_peak0.992s,1782608150662_failed_blow_event2_peak2.805s,0.596782,11.555803
1782608672740_blow_normal_event1_peak0.992s,1782608150662_failed_blow_event3_peak4.547s,0.514621,11.796334
1782608672740_blow_normal_event1_peak0.992s,1782608150662_failed_blow_event4_peak7.191s,-0.638828,22.651158
1782608672740_blow_normal_event1_peak0.992s,1782608160173_failed_blow_event1_peak1.211s,-0.073604,16.470697
1782608672740_blow_normal_event1_peak0.992s,1782608163117_failed_blow_event1_peak2.418s,-0.231173,17.188260
1782608672740_blow_normal_event1_peak0.992s,1782608163117_failed_blow_event2_peak3.891s,-0.510689,17.488676
1782608672740_blow_normal_event1_peak0.992s,1782608163117_failed_blow_event3_peak5.526s,0.013873,16.111315
1782608672740_blow_normal_event1_peak0.992s,1782608178054_failed_blow_event1_peak4.359s,-0.031127,18.352350
1782608672740_blow_normal_event1_peak0.992s,1782608178054_failed_blow_event2_peak5.668s,-0.152345,17.582722
1782608672740_blow_normal_event1_peak0.992s,1782608187004_failed_blow_event1_peak1.100s,0.258248,13.602940
1782608672740_blow_normal_event1_peak0.992s,1782608187004_failed_blow_event2_peak1.558s,0.352825,12.451059
1782608672740_blow_normal_event1_peak0.992s,1782608187004_failed_blow_event3_peak2.068s,-0.226811,19.201703
1782608672740_blow_normal_event1_peak0.992s,1782608187004_failed_blow_event4_peak2.942s,0.105533,15.757095
1782608672740_blow_normal_event1_peak0.992s,1782608191941_failed_blow_event1_peak9.470s,0.795133,11.760621
1782608672740_blow_normal_event1_peak0.992s,1782608203595_failed_blow_event1_peak0.995s,-0.391028,17.587285
1782608672740_blow_normal_event1_peak0.992s,1782608212532_failed_blow_event1_peak0.879s,0.099737,16.181035
1782608672740_blow_normal_event1_peak0.992s,1782608212532_failed_blow_event2_peak2.243s,0.124366,14.263744
1782608672740_blow_normal_event1_peak0.992s,1782608212532_failed_blow_event3_peak3.127s,0.854385,14.504787
1782608672740_blow_normal_event1_peak0.992s,1782608212532_failed_blow_event4_peak3.438s,0.393782,11.451193
1782608672740_blow_normal_event1_peak0.992s,1782608212532_failed_blow_event5_peak4.624s,0.319364,12.595038
1782608672740_blow_normal_event1_peak0.992s,1782608212532_failed_blow_event6_peak5.691s,0.628073,10.780549
1782608672740_blow_normal_event1_peak0.992s,1782608212532_failed_blow_event7_peak7.187s,0.471259,11.475895
1782608672740_blow_normal_event1_peak0.992s,1782608212532_failed_blow_event8_peak8.017s,0.659149,11.431129
1782608672740_blow_normal_event1_peak0.992s,1782608683432_failed_blow_event1_peak0.850s,0.875503,12.292465
1782608677735_blow_normal_event1_peak0.843s,1782608679544_blow_normal_event1_peak0.746s,0.879159,11.919913
1782608677735_blow_normal_event1_peak0.843s,1782605965032_blow_close_event1_peak0.117s,0.393538,29.805144
1782608677735_blow_normal_event1_peak0.843s,1782605965032_blow_close_event2_peak1.201s,0.863314,13.763300
1782608677735_blow_normal_event1_peak0.843s,1782605965032_blow_close_event3_peak2.431s,0.847738,14.019854
1782608677735_blow_normal_event1_peak0.843s,1782606063167_failed_blow_event1_peak5.756s,0.873532,14.911670
1782608677735_blow_normal_event1_peak0.843s,1658418647612_blow_normal_event1_peak0.402s,0.838745,14.642641
1782608677735_blow_normal_event1_peak0.843s,1658418647612_blow_normal_event2_peak2.207s,0.775294,16.440534
1782608677735_blow_normal_event1_peak0.843s,1658418647612_blow_normal_event3_peak3.536s,0.832549,14.120783
1782608677735_blow_normal_event1_peak0.843s,1658418647612_blow_normal_event4_peak4.765s,0.823568,16.910213
1782608677735_blow_normal_event1_peak0.843s,1658418647612_blow_normal_event5_peak7.402s,0.902869,12.478717
1782608677735_blow_normal_event1_peak0.843s,1782608426130_failed_blow_event1_peak0.018s,0.833476,19.677788
1782608677735_blow_normal_event1_peak0.843s,1782608426130_failed_blow_event2_peak1.056s,0.764176,15.197784
1782608677735_blow_normal_event1_peak0.843s,1782608432269_failed_blow_event1_peak0.799s,0.570579,23.596565
1782608677735_blow_normal_event1_peak0.843s,1782608432269_failed_blow_event2_peak1.919s,0.644337,26.584693
1782608677735_blow_normal_event1_peak0.843s,1782608432269_failed_blow_event3_peak2.872s,0.304180,25.471146
1782608677735_blow_normal_event1_peak0.843s,1782608436951_failed_blow_event1_peak1.043s,0.273951,28.733228
1782608677735_blow_normal_event1_peak0.843s,1782608436951_failed_blow_event2_peak1.703s,-0.111364,28.227311
1782608677735_blow_normal_event1_peak0.843s,1782608436951_failed_blow_event3_peak2.458s,0.962523,6.709566
1782608677735_blow_normal_event1_peak0.843s,1782608436951_failed_blow_event4_peak3.693s,0.447086,26.906431
1782608677735_blow_normal_event1_peak0.843s,1782608441920_failed_blow_event1_peak10.579s,0.659690,16.786467
1782608677735_blow_normal_event1_peak0.843s,1782608453936_failed_blow_event1_peak2.174s,0.287954,23.453099
1782608677735_blow_normal_event1_peak0.843s,1782608453936_failed_blow_event2_peak4.632s,0.822167,19.029128
1782608677735_blow_normal_event1_peak0.843s,1782608460487_failed_blow_event1_peak3.184s,0.366794,23.088356
1782608677735_blow_normal_event1_peak0.843s,1782608460487_failed_blow_event2_peak5.372s,0.478704,22.058251
1782608677735_blow_normal_event1_peak0.843s,1782608460487_failed_blow_event3_peak7.802s,0.642741,17.492583
1782608677735_blow_normal_event1_peak0.843s,1782608469432_failed_blow_event1_peak1.335s,0.569283,20.678891
1782608677735_blow_normal_event1_peak0.843s,1782608469432_failed_blow_event2_peak3.676s,0.254196,23.247327
1782608677735_blow_normal_event1_peak0.843s,1782608469432_failed_blow_event3_peak6.212s,-0.570813,30.518829
1782608677735_blow_normal_event1_peak0.843s,1782608469432_failed_blow_event4_peak8.373s,-0.160630,27.014929
1782608677735_blow_normal_event1_peak0.843s,1782608469432_failed_blow_event5_peak9.854s,-0.447140,28.959893
1782608677735_blow_normal_event1_peak0.843s,1782608469432_failed_blow_event6_peak11.059s,-0.170577,27.882208
1782608677735_blow_normal_event1_peak0.843s,1782608144876_failed_blow_event1_peak1.226s,0.537829,21.507580
1782608677735_blow_normal_event1_peak0.843s,1782608147589_failed_blow_event1_peak1.373s,0.304103,23.923353
1782608677735_blow_normal_event1_peak0.843s,1782608150662_failed_blow_event1_peak1.433s,0.619120,17.026327
1782608677735_blow_normal_event1_peak0.843s,1782608150662_failed_blow_event2_peak2.805s,0.750646,17.044899
1782608677735_blow_normal_event1_peak0.843s,1782608150662_failed_blow_event3_peak4.547s,0.603914,19.074506
1782608677735_blow_normal_event1_peak0.843s,1782608150662_failed_blow_event4_peak7.191s,-0.705373,33.705230
1782608677735_blow_normal_event1_peak0.843s,1782608160173_failed_blow_event1_peak1.211s,-0.091399,27.790785
1782608677735_blow_normal_event1_peak0.843s,1782608163117_failed_blow_event1_peak2.418s,-0.263511,28.364269
